"","Sim","trued_N_01","trued_N_01_nsl","trued_C_00","trued_C_00_nsl","trued_A_10","trued_A_10_nsl","AACE","AACE_se","AACE_CI_l","AACE_CI_u","AACE.adj","AACE.adj_se","AACE.adj_CI_l","AACE.adj_CI_u","CACE","CACE_se","CACE_CI_l","CACE_CI_u","CACE.adj","CACE.adj_se","CACE.adj_CI_l","CACE.adj_CI_u","NACE","NACE_se","NACE_bs_CI_l","NACE_bs_CI_u","NACE.adj","NACE.adj_se","NACE.adj_CI_l","NACE.adj_CI_u","CAACE","CAACE_se","CAACE_CI_l","CAACE_CI_u","CAACE.adj","CAACE.adj_se","CAACE.adj_CI_l","CAACE.adj_CI_u","APCP","CPCP","NPCP"
"1",1,-1.10599156118143,-0.774883720930233,0.233788395904437,-0.00460717614165906,1.98900826446281,1.63484050216094,1.86408885743928,0.541406747442443,1.21406900393077,2.51645001931095,1.95180724779303,0.502360088622712,1.41836337247306,2.59421619874522,-0.197781947169128,0.595335422573556,-0.984148541120366,0.385933647501491,-0.0896953599003177,0.522368102234449,-0.801934592486453,0.473667373628487,-1.02761064316518,0.641313949255909,-1.63763571237799,-0.192497291962049,-0.997986795774163,0.712653033784674,-1.65904839765079,-0.054476280419643,0.199972577444715,0.498855923167629,-0.462814838095895,0.712943878192468,0.454801998080667,0.407250703476997,-0.145067118581089,0.857150273215481,0.683666652775011,0.707745614373284,0.709670461956298
"2",2,-1.00136363636364,-0.389338842975207,0.262692998204668,-0.0904248020427638,1.82580392156863,1.48732813080639,1.5827347196188,0.321008090743716,1.14930528316173,1.88791440578383,1.58636892625425,0.610245869274889,1.12685536007398,2.39363365454581,0.0117496466735089,0.350331781720965,-0.316913328282635,0.536808142398393,0.084526274002961,0.441572824878942,-0.384399655179863,0.713010475220388,-0.681995166807111,0.389860585376051,-1.00315890706896,-0.100237388654476,-0.496934176973578,0.462419592722691,-0.97344360320612,0.0449260777359971,0.295336851388197,0.298980375969059,0.0450764916897063,0.747410650967252,0.463204331645698,0.496422896629598,0.00798081836783767,1.16053128503299,0.637616833270094,0.727588121811876,0.631835804765801
"3",3,-1.11013100436681,-1.28487054263566,0.235796064400716,-0.0816453238705033,2.25854771784232,2.2354464654816,2.61757118089969,0.403869878178168,2.12135021148722,3.14666320395238,2.83331562497317,0.373575736049236,2.33727833313122,3.26499404375371,-0.0452607706822,0.302776014176718,-0.415555558117125,0.211425753511929,0.132092674280439,0.355502324030464,-0.312770739003344,0.474511644591653,-1.76993425838351,0.501630936458238,-2.36764821389726,-1.0998066814512,-1.60579686691535,0.555685870457175,-2.17287901874408,-0.846263312306658,0.479717008868098,0.219658349444609,0.168446153268013,0.671882426030292,0.784611479085471,0.287871796682167,0.413735992762927,1.09661630914793,0.647032938531076,0.705897355219882,0.71291744846714
"4",4,-1.3605306122449,-1.06976267095736,0.401844106463878,0.456863179220028,2.06613382899628,1.98936890514184,1.66564909905599,0.384779738619597,1.17190572981182,2.03415044267309,1.55298460164737,0.429776419884883,0.940746763242701,1.99018474000604,0.367449865977937,0.492294911533244,-0.0662390058586324,1.0696065611019,0.409292188494735,0.466363070470444,-0.143468266793533,0.948651992912784,-1.50890496715957,0.671916472274933,-2.47593918040086,-0.793512429473086,-1.49744474188155,0.702713723810822,-2.37898028970279,-0.624055368064926,0.580860645605738,0.489098151285764,0.150284433153925,1.28304212448208,0.725510442363409,0.438071566315096,0.184613195576423,1.26359569498575,0.677985865535403,0.664278507782625,0.745782442200005
"5",5,-0.955450236966825,-1.40476551226551,0.294910071942446,0.315992360976241,2.00659340659341,1.81973853752819,1.61153041971949,0.879119071328096,0.719043122608355,2.65567679995459,1.5862736502396,0.8436629023512,0.65029851123306,2.60217171357117,0.104661554287544,0.434244619121308,-0.379180643030406,0.575123457549263,0.024384424352262,0.356444512667056,-0.446061372024526,0.459567147213161,-1.73734792354282,0.458280719866641,-2.02540172120925,-1.01943189261204,-1.63905011110838,0.86191988346957,-2.50351995999618,-0.521359204639533,0.190969559070252,0.55995068072855,-0.42466542004109,0.775914903224637,0.490813158085247,0.520678241784228,-0.120911927926424,1.13462368110942,0.667101872454692,0.751726453087169,0.645347232268136
"6",6,-1.3003829787234,-1.05960431654676,0.185172413793103,0.345744085340093,1.90468164794007,2.19357805954942,1.62702654873759,0.489516607567802,1.10217748362456,2.238476042,1.56984980530327,0.498667498260591,0.981455159114271,2.15422327739276,0.461754441673026,0.4706808078967,-0.130701588147313,0.929089862015305,0.348408688827065,0.154300764172727,0.148178001239368,0.540361910058471,-1.45464863704849,0.449277849811775,-2.06017082503969,-0.919382175993748,-1.48054161958396,0.491948773235189,-2.18497517287219,-0.968470488710028,0.53993888545556,0.35215357947095,0.0712253893760083,0.951891769370537,0.657738450238566,0.28511817566673,0.416639470447343,1.07674829484995,0.684016434472884,0.689072965535532,0.733978560852034
"7",7,-1.26326271186441,-1.13195402298851,0.23143109540636,0.490745175482452,2.30185483870968,2.38172866949984,1.75622335269853,0.60180633791632,0.944531237393457,2.3315906943696,1.75042326455727,0.667989829887327,0.956223349774127,2.58426066760408,0.674262659797246,0.46965387778835,0.110325087869276,1.19109476897481,0.746473570199904,0.419690646773764,0.261175756243656,1.08005572537427,-0.953305295096286,0.811540675225628,-1.82540475880237,0.0490354691683277,-0.835191254689865,0.763016967877777,-1.67044964333228,-0.0224572111305687,0.75858452159204,0.470051503664074,0.179156581204905,1.12354651200451,0.962937518937439,0.436053330769469,0.4282298022211,1.38322609771964,0.638092048114128,0.725998511583414,0.684006603469048
"8",8,-1.5018932038835,-1.69115094339623,0.277560553633218,0.247732413264328,1.92114503816794,1.61709923664122,1.44514697923238,0.580009279941931,0.658021389516653,2.07078884343243,1.34162926107797,0.636777084583676,0.474232417189526,2.03269170222981,0.192016681801366,0.200904684705247,-0.0111003678066915,0.422901826578705,-0.00401402715280938,0.157604883872918,-0.225309124479181,0.115980163466736,-1.51324378718603,1.06447278813922,-2.45748166493583,0.00937115565325869,-1.6433385214275,1.05781311738894,-2.53762051396235,-0.0395903742908053,0.359275795523766,0.209237864344984,0.0802220998164472,0.587978806857342,0.373973433431558,0.180634935346599,0.209395105357748,0.645261812739731,0.706495324743233,0.726874753720598,0.643685386809647
"9",9,-0.792764227642276,-0.675284192417124,0.13519298245614,0.162609932396656,1.86304721030043,1.96273392461197,2.15329952866721,0.695565498472832,1.23817237785507,3.01769941804058,2.17497001854857,0.713302387450077,1.15534354783715,2.90715355696108,-0.156437828884736,0.541161378083413,-0.872784741689869,0.357291668372378,-0.230009532261905,0.448120217015301,-0.779561152696952,0.275121829513027,-0.794740702886458,0.651985493849697,-1.45873177388434,0.141003763633216,-0.70019679192387,0.622344481933637,-1.15047119364593,0.256404938252894,0.27573211950655,0.492703404515878,-0.31932036013671,0.692057355950218,0.431211296360851,0.405519555471261,-0.126092624843717,0.803909692434659,0.677099213432618,0.717650397212091,0.67254123266387
"10",10,-1.63326446280992,-1.52167396593674,0.284822695035461,0.0428530023312963,2.16625570776256,2.43331275033378,2.06157751176038,0.790219131061788,1.1393876199465,3.05066704550141,1.98732771168656,0.733507723031301,1.06305978919283,2.803735012716,0.0977526047079607,0.535866968473064,-0.629433187982076,0.705541090154475,0.0921286812247269,0.421070764916856,-0.447825740061896,0.606479048517841,-1.23290514724102,0.394030245828728,-1.57932560021185,-0.647846449048842,-1.21576567682552,0.380721604451391,-1.64810188472296,-0.827360468543972,0.531710832562199,0.382364011377792,0.191353877626838,0.957425365165809,0.569168941477562,0.266100767928032,0.308013259232808,0.912965693477054,0.713409554116149,0.655565993923998,0.741915906426869
