"","Sim","trued_N_01","trued_N_01_nsl","trued_C_00","trued_C_00_nsl","trued_A_10","trued_A_10_nsl","trued_AC_sp","trued_AC_sp_nsl","AACE","AACE_se","AACE_CI_l","AACE_CI_u","AACE.adj","AACE.adj_se","AACE.adj_CI_l","AACE.adj_CI_u","CACE","CACE_se","CACE_CI_l","CACE_CI_u","CACE.adj","CACE.adj_se","CACE.adj_CI_l","CACE.adj_CI_u","NACE","NACE_se","NACE_bs_CI_l","NACE_bs_CI_u","NACE.adj","NACE.adj_se","NACE.adj_CI_l","NACE.adj_CI_u","CAACE","CAACE_se","CAACE_CI_l","CAACE_CI_u","CAACE.adj","CAACE.adj_se","CAACE.adj_CI_l","CAACE.adj_CI_u","APCP","CPCP","NPCP"
"1",1,-0.894730290456431,-0.783326904532305,0.721151202749141,0.470839716312057,2.24032786885246,1.76559710086026,1.16991525423729,0.930035294462522,1.96646738587094,0.529248245133781,1.44645060022114,2.73250287843793,2.06314295066175,0.663459718679968,1.48235683171705,2.87781723459121,0.13372487744773,0.426990901097753,-0.266101022653187,0.736578548481431,0.169921640745699,0.533041244336929,-0.293218464431101,0.9181647756157,-1.23520137125666,0.820613483955606,-2.33095600234857,-0.353213616725361,-1.12066008487075,0.659830220638404,-2.08941202165288,-0.531819151765541,0.435067539715789,0.470361074684568,-0.0271240241699176,1.13049252636782,0.64782214965936,0.563469720642154,0.223190963738218,1.5086105660271,0.655036768900022,0.715075619068537,0.660815287933238
"2",2,-0.567118644067797,-0.520128288288288,0.634866785079929,0.477952824473724,2.034453125,1.86817832061069,1.07234432234432,0.925170016101139,1.95613979186649,0.933373812852766,0.973359828569664,3.19730633071192,1.98488979613721,0.925621895724858,0.966069088960214,3.22338546312844,0.689855621893034,0.303191603927969,0.297740634091833,1.05520379997429,0.841646080365093,0.291261388229439,0.439351540709283,1.16122760208842,-0.820898657381812,0.619817768179707,-1.48847957647513,-0.0335431099005639,-0.773102869047595,0.549189700071983,-1.34247689376732,-0.0075537244037183,0.933543381619278,0.209765720943636,0.74564531452703,1.24106309975142,1.12295449231682,0.276558834883673,0.88841860050387,1.54277383992142,0.636773690958354,0.732290885040674,0.625407962532124
"3",3,-0.742463768115942,-1.16056397306397,0.596351118760757,0.298561279916506,2.49494208494208,2.22712322160598,1.18175,0.80181459957477,2.44653336393421,0.604086431573511,1.71918814902836,3.20313207662799,2.61537208384224,0.732834201594236,1.62976445707296,3.37143083788221,0.219345479260398,0.501378586588958,-0.475935551318852,0.652584054794432,0.48944266154953,0.546290658732332,-0.173751479941809,0.997899363752778,-1.73015426334057,0.815908098297145,-2.41816257702801,-0.491808924784739,-1.63350429865802,0.911406282758202,-2.32916228151369,-0.242249904149155,0.619925696378698,0.472283263937232,0.0901201936631626,1.10275384083004,0.975809914442994,0.486066972300878,0.390425489791167,1.34765503276882,0.61596766914441,0.743578289376077,0.692983601350501
"4",4,-0.398506787330317,-0.0283330598851518,0.499109090909091,0.456431972069403,2.40200668896321,2.36904197243601,1.16926972909305,1.11949805214264,2.67068148873529,0.713716510593361,1.99824514005951,3.7151667289037,2.64956202344285,0.736707292651349,1.96578817344736,3.66244837887484,0.972089412816139,0.170642495890496,0.810351134745069,1.22031649058093,0.941612888106957,0.258582113968531,0.659682079483797,1.16824810189676,0.163871173433669,0.426198188762817,-0.245062519644466,0.665221793364083,0.184513288139089,0.500417396989601,-0.236042006559191,0.848343838049789,1.39287598163655,0.295202774521669,1.06737584036413,1.71386256475628,1.48026591169076,0.229108076765184,1.15877660866356,1.67093242475038,0.68837087078616,0.652950413932441,0.718528514935365
"5",5,-0.738442211055276,-1.29061195542047,0.732605633802817,0.782320516000992,2.09047945205479,1.75416138869341,1.1936511627907,1.13064043272481,1.93304680109958,0.501065625226017,1.20493482006001,2.3637179085322,2.00497467795987,0.503008744961319,1.23652054621544,2.39343561598842,0.855791510093812,0.385559092827454,0.333039895172295,1.26235974942939,0.536305760198435,0.210751772283435,0.273738929683724,0.734601016642049,-1.16607254896443,0.864583209231926,-2.27569338621545,-0.140074649643956,-1.30560877154883,0.882724723705866,-2.39111562213012,-0.306539862627745,0.973535154688548,0.274678782631958,0.54532516939645,1.14683409384669,1.00827757963011,0.142965191130899,0.821111241734393,1.16890543236032,0.718103780071291,0.680459062307046,0.717473686989774
"6",6,-0.90795,-0.660213043915184,0.499027303754266,0.571889102452094,2.06807843137255,2.32419143949673,0.974780023781213,1.13131227375566,2.23998495827778,0.136260257416514,2.09705151166564,2.42007209717725,2.04842159499963,0.258012895013239,1.71935996271367,2.28819704805194,0.935701565426555,0.289395586499508,0.510862786870728,1.21138387163659,0.704623209348041,0.250646782699793,0.410292791702953,1.04815829909256,-0.0855214191787249,1.11164066193565,-1.47769341551072,0.880588558464949,-0.325498055930415,1.35420352867605,-2.26081826051597,0.830638084381407,1.24461907622385,0.0874290584965891,1.11244981621834,1.31685123468123,1.06377485952398,0.286840107057743,0.717020467861125,1.43373363980243,0.701481609323433,0.704941545190713,0.653060431647326
"7",7,-0.645689655172414,-0.349467566554181,0.532385964912281,0.624879877846052,2.7828515625,2.75331862745098,1.22986682808717,1.2655204342086,1.38175147305378,0.39404320534451,1.07682827839314,1.98685794969466,1.50604537708553,0.480523759606391,1.10357468648724,2.2320317847708,0.950647550753954,0.354662449534674,0.449027438945138,1.3305617155043,1.13376490202797,0.345899890517567,0.761585761890756,1.47930024055659,-0.247718069827431,0.706253918207416,-1.09555803239506,0.469869596157385,-0.0539277272095999,0.582925080894298,-0.697414991591914,0.526033688818153,0.89957970113798,0.259471954645811,0.541072220134956,1.13408558271428,1.2667470582813,0.268396923344158,0.961692162072686,1.5212905212497,0.647253212931073,0.735200994950837,0.565593614456476
"8",8,-1.05966666666667,-1.45452467343977,0.674512195121951,0.69353151444412,2.28567765567766,2.42402752392216,1.193813459268,1.28846337872654,2.85248797808645,0.541194620038685,2.24978635229786,3.48145664231811,2.81397906598066,0.69011091095234,2.08381074403795,3.55716628044883,0.701979052188764,0.391204074698688,0.177722668351356,1.17391135352723,0.599529952677439,0.234364504909518,0.269536281265088,0.824895160603658,-1.55501152102301,0.461046266542924,-1.92983140911246,-0.968666903514377,-1.40789136108297,0.558123858384766,-1.92827777832788,-0.612757587721467,1.19989613517111,0.25843249860217,0.921011298416605,1.49016075942282,1.29413116405332,0.250125730754797,1.02019123059504,1.62679623854552,0.72711738263849,0.708616417379473,0.686807031044729
"9",9,-0.825294117647059,-0.505957411957412,0.656857142857143,0.640385397600163,2.31901960784314,2.75904466043307,1.15550588235294,1.27296470588235,2.44012479289432,0.565797904807828,1.89411175891827,3.20668409319673,2.36867036741537,0.399146282241442,1.9242895312904,2.91493770309609,0.434375264071099,0.157373675946735,0.279627072310233,0.628145925723624,0.457845788110001,0.200093658013601,0.224032107721625,0.658047462106695,-0.810333398312977,0.200403851340302,-1.04766079038655,-0.562464465817972,-0.93667172308119,0.194840161440541,-1.23678651624542,-0.783623675522659,0.766346208715661,0.102448271917339,0.655528079988257,0.877313496509609,0.86099618800527,0.0632871954111119,0.789815261615486,0.944719384804994,0.659138270141721,0.722537358950364,0.662659898658932
"10",10,-0.860408163265306,-0.85876469017094,0.532245989304813,0.279968731728398,2.31264925373134,2.50187053571429,1.10781664656212,1.02531169572255,2.22802846167326,0.705612939133407,1.31623626289477,3.03431101646181,2.22949482111089,0.762486637622599,1.22019167447813,2.92812919526373,0.628703029009682,0.479799722950842,0.179843156453542,1.22055369845572,0.609012831056508,0.42448410906608,0.126082721283807,1.06702369022152,-1.07110940525518,0.26601625563251,-1.33613255647454,-0.680917867729622,-1.00138283138065,0.248208537073292,-1.31611797356517,-0.684730367095139,0.950361562732918,0.28380068703353,0.677638722724404,1.33049248189851,1.01602469885102,0.297713666051079,0.721836141554531,1.41957087169675,0.684456653063435,0.704878375493891,0.603568611358072
