"","Sim","trued_N_01","trued_N_01_nsl","trued_C_00","trued_C_00_nsl","trued_A_10","trued_A_10_nsl","trued_AC_sp","trued_AC_sp_nsl","AACE","AACE_se","AACE_CI_l","AACE_CI_u","AACE.adj","AACE.adj_se","AACE.adj_CI_l","AACE.adj_CI_u","CACE","CACE_se","CACE_CI_l","CACE_CI_u","CACE.adj","CACE.adj_se","CACE.adj_CI_l","CACE.adj_CI_u","NACE","NACE_se","NACE_bs_CI_l","NACE_bs_CI_u","NACE.adj","NACE.adj_se","NACE.adj_CI_l","NACE.adj_CI_u","CAACE","CAACE_se","CAACE_CI_l","CAACE_CI_u","CAACE.adj","CAACE.adj_se","CAACE.adj_CI_l","CAACE.adj_CI_u","APCP","CPCP","NPCP"
"1",1,-1.39396,-1.42126733436055,-0.184694589877836,-0.411534712722298,1.48771929824561,1.14924690106806,0.291348314606742,0.138216436613923,1.72915334158049,0.450885241039168,1.22001234369331,2.33459637081678,1.86646810859863,0.37832156043455,1.37287102257491,2.31727865657135,0.0203121362247751,0.470796999494591,-0.573294070503762,0.417502402693383,0.0152115949266443,0.395631212062587,-0.497130039907354,0.474995559251682,-1.52440909771219,0.318008994126238,-1.88705821204853,-1.18706273267484,-1.46374105673452,0.327929545868674,-1.80390568814362,-1.11302535278648,0.266600211435796,0.369119220917713,-0.126355826748001,0.687911565072809,0.425095517889201,0.336782348506307,-0.000798523829783473,0.84466863809582,0.691929542201188,0.687384076366767,0.675758920836381
"2",2,-1.36072796934866,-1.26202482269504,-0.112379182156134,-0.340195091600415,1.56632653061224,1.15206333333333,0.412886334610473,0.14299243116273,1.18212953722679,0.562443445684977,0.603233814554957,1.93117377745266,1.3608523720018,0.654739450859253,0.575074996297027,2.21411660440299,-0.102642327538232,0.612626340454609,-0.709069323234039,0.617798124832436,0.182181066167991,0.548810572774744,-0.288159610364428,0.897890842246906,-1.40853661428925,0.733991567466176,-2.48916100696282,-0.688925877296697,-1.13631658812813,0.543672489150249,-1.92033206839523,-0.653903528610475,0.207871673464405,0.456821865173128,-0.268135312056767,0.776245356336919,0.50601109184117,0.4078041776249,0.0771694082862143,0.985544284419963,0.698079308590461,0.683684346604961,0.658399077662022
"3",3,-1.47769230769231,-1.73694795783926,-0.134232902033272,-0.475210918453995,1.8158024691358,1.91908333333333,0.470178571428571,0.233102453384394,1.86182983627326,0.618709750089624,1.05064836209813,2.45231956267784,1.99985926286366,0.631242555878588,1.14692388931939,2.54450450623715,-0.291786789237159,0.589247401883509,-0.963458155635777,0.403843658064744,-0.284426257224175,0.612484615701505,-0.93585822834089,0.487589057603511,-2.03399389700252,0.831969004681787,-3.06301501597329,-0.950764680198864,-1.85636800222182,0.824520380525907,-2.81057537786278,-0.749107195633769,0.114965937160492,0.448824566550656,-0.316750467308476,0.706725929825981,0.251253822137969,0.486513801715039,-0.210681469201221,0.924905500871643,0.694162307627988,0.675319499239992,0.720200278839281
"4",4,-1.81543726235741,-1.75835309847692,0.0927165354330709,0.234974244398933,1.86375,1.92073802541544,0.686151832460733,0.799712717793936,1.99326404442313,0.575509524629989,1.13543195120818,2.54634452023027,1.82012658333714,0.725473889746072,0.780538177877922,2.58934945699617,0.4480477961204,0.633792380929149,-0.450815762255858,1.14658466124579,0.399058833215293,0.698211867208652,-0.492678077191331,1.24626308510508,-1.08791814591308,0.644511357113512,-1.93848740404081,-0.428831428690159,-1.20523111380558,0.556353914661378,-1.97888148530956,-0.627239782510701,0.79192177543959,0.424480448310265,0.293782347122178,1.30756938602382,0.811479948755494,0.537176818172859,0.294385639205977,1.45994090196011,0.763667668656499,0.627123277015861,0.751728257675735
"5",5,-1.13311403508772,-0.972310794044665,-0.159703153988868,-0.429279922779923,1.53359550561798,1.06730039303762,0.401228287841191,0.0741603940497986,1.28230091708647,0.275001185352747,0.868472244692742,1.51819515234866,1.22695261707677,0.252016808445103,0.856174579363466,1.45126303702042,-0.338170863128728,0.359087653146224,-0.785250299931111,0.108679292436619,-0.555379659464588,0.327134546454485,-0.874852284889247,-0.0764301743830729,-0.792894535940177,0.673735790436568,-1.5818672360898,-0.0135507035961192,-0.908408941132795,0.584541631160636,-1.58047254177132,-0.128049378773285,-0.0100772169793859,0.33548565139517,-0.44464497624011,0.392747712066175,-0.0352132885901241,0.306545447600298,-0.381053096804235,0.370532637094974,0.68866850939963,0.727029155873595,0.560844434961823
"6",6,-1.75572614107884,-1.58743233865371,-0.174,-0.0360462736014222,1.62814049586777,1.58459090909091,0.380152477763659,0.507159083562831,1.18686822863697,1.21918532612484,-0.00404797032448945,2.55391067400545,1.27722616247022,1.29037729025156,0.20414411365203,2.81835474002076,-0.0783712587727514,0.170837124690188,-0.338630275470104,0.054032200338271,-0.0403673057437364,0.171911343132237,-0.212981408199097,0.205722871742677,-1.82836108962232,0.507433250309842,-2.39436923431606,-1.18027758339381,-1.5757082833489,0.627056242910559,-2.42883320667146,-0.873848834170837,0.126753171786611,0.330164648235442,-0.277469626830408,0.467768396272715,0.257560657856263,0.40320206039286,-0.108928208381873,0.758171684581608,0.663282694478735,0.704900772414061,0.690514145819992
"7",7,-1.56158102766798,-1.41246741854637,-0.169143897996357,0.0278366290643663,2.10268482490272,2.26710382513661,0.555248138957816,0.722082057977619,1.39727657184603,0.326894568891818,0.955045409190286,1.71588764861567,1.4050807713597,0.582127471788977,0.778442060883158,2.2292608519288,0.259494003220272,0.428783633396924,-0.314602046131088,0.770188706204513,0.222800777000099,0.441284326878871,-0.25759318774764,0.81968529152481,-1.04020300245213,0.373191503316074,-1.5811991703815,-0.655877586209083,-1.12364967511047,0.386192876932785,-1.51399059876174,-0.573449192666455,0.450722002473705,0.269982826692566,0.10313426682258,0.72338919346325,0.553584938066414,0.369150995996204,0.125619232848915,0.977704408431695,0.659528316308956,0.716908245079525,0.643301396167835
"8",8,-1.891,-2.17599242424242,-0.0498736462093863,-0.022198060075094,1.80205426356589,1.60294573643411,0.538546798029557,0.502399354412024,1.9949624881465,0.883716768184345,0.905422320374691,2.93153934454196,1.94500962636631,0.813577715197583,0.877312014183488,2.62373979528244,-0.103099469358234,0.453438363718975,-0.543935779508466,0.538476142422342,-0.0505911856820916,0.412863547139582,-0.432154570801516,0.541822805046392,-1.61037971151075,0.414394965558942,-2.2549078542348,-1.31046664299661,-1.5481467810671,0.523036382983264,-2.34331470182412,-1.09404553713524,0.411543775838217,0.539480841860173,-0.257347581712436,1.04200684096064,0.583291516538248,0.495169214263162,-0.0078619441298488,1.10650967927892,0.7502452525323,0.653852015994074,0.769034771229018
"9",9,-1.51169291338583,-1.34682852713178,-0.107455516014235,-0.0598478918905225,1.64795918367347,1.90408963585434,0.4254770755886,0.54923326903466,2.07815558893564,0.674043537792157,1.25579686922692,2.9325391421218,2.10709131758287,0.582930571392068,1.43348299544297,2.82859406375438,-0.251825081153843,0.506848461835499,-0.706778436410234,0.47053426489353,-0.154109384409647,0.363422185323102,-0.477282200302587,0.359919408010625,-2.09924726321034,0.308925893702328,-2.47959498435545,-1.69000055408131,-2.00773525252336,0.357413849748999,-2.3665878030651,-1.53335059603122,0.166518815194433,0.489062766145576,-0.395421049622491,0.73768176136587,0.40844423681738,0.418018058718494,-0.0497327188860418,0.820291886121125,0.683556482255406,0.715226047716061,0.670304071640359
"10",10,-1.59110294117647,-1.67795670995671,-0.232640449438202,-0.469226517787005,1.72269230769231,2.15701112412178,0.363125,0.355753357753358,1.98887349012499,0.499044360967238,1.4919618821087,2.67021334335744,1.83403497827367,0.599322760871053,1.17778500819238,2.68055547457934,-0.47904790322504,0.643978190175405,-1.28464594667941,0.272587310114495,-0.562744681113513,0.659639985135971,-1.45696321492182,0.149505388338267,-2.87535676680605,0.422943818012467,-3.38331512245938,-2.32611686686199,-2.8973690398381,0.586565052859277,-3.67906226053071,-2.29942776638478,-0.0238601086244873,0.522672974877228,-0.62287508293392,0.58884375802852,0.0121842480607272,0.549976833440808,-0.77706403295074,0.524809847197221,0.679633146252112,0.692809981552796,0.666309943025593
