"","Sim","trued_N_01","trued_N_01_nsl","trued_C_00","trued_C_00_nsl","trued_A_10","trued_A_10_nsl","trued_AC_sp","trued_AC_sp_nsl","AACE","AACE_se","AACE_CI_l","AACE_CI_u","AACE.adj","AACE.adj_se","AACE.adj_CI_l","AACE.adj_CI_u","CACE","CACE_se","CACE_CI_l","CACE_CI_u","CACE.adj","CACE.adj_se","CACE.adj_CI_l","CACE.adj_CI_u","NACE","NACE_se","NACE_bs_CI_l","NACE_bs_CI_u","NACE.adj","NACE.adj_se","NACE.adj_CI_l","NACE.adj_CI_u","CAACE","CAACE_se","CAACE_CI_l","CAACE_CI_u","CAACE.adj","CAACE.adj_se","CAACE.adj_CI_l","CAACE.adj_CI_u","APCP","CPCP","NPCP"
"11",11,-1.35822580645161,-1.46146031746032,0.795873786407767,0.856353668239011,2.78546391752577,2.58528486394558,0.967116237799468,1.01117283950617,3.77116561964718,1.34590441266855,2.49441136077391,5.53527450794614,3.51183488158318,1.43076424030763,1.63201419931366,5.04306773019527,0.9355413980864,0.42621854047279,0.406783043282562,1.47883139005164,0.908667355707192,0.316192552992074,0.619940811581866,1.35991646794796,-0.901190100659799,1.27826438027219,-2.39146658259113,0.815379477322348,-1.33345128727586,1.6386057452089,-2.43418705969789,-0.232715514853834,0.682235840190963,0.405267302556921,0.310021602016309,1.29108390564999,1.11892136761874,0.379571559827489,0.836958078885665,1.70156046904299,0.569514055862838,0.953505395930954,0.378104917977846
"12",12,-3.059,-3.97807692307692,0.682772861356932,0.461608655296438,3.3901724137931,3.56148846960168,0.959964695498676,0.739458539777508,3.62020835888013,1.19346401847459,2.26807225958853,5.25078453716175,3.3923855611329,1.21959299248026,2.11123628538401,4.93557570449384,0.667672511731031,0.223428375880791,0.417452764041323,0.860675495270746,0.546581665379263,0.205029247702979,0.31388683310088,0.756421310795837,-2.95739486673652,2.04952293090297,-5.11668640410979,-0.273263305241639,7.29035151181879,11.6543806799062,-0.538495517007784,15.1191985406454,0.615986599723455,0.174518491308536,0.479026985184595,0.882223443505131,0.802737918377921,0.231714001933714,0.505373254938343,1.09738023930233,0.547139943403499,0.940089209931054,0.531584495467333
"13",13,-3.22588235294118,-2.93869224062772,0.619940711462451,0.753815339788382,3.16622641509434,2.81326775956284,0.861359570661896,1.00929769311519,3.53758502117933,0.756859797668516,2.78078671698989,4.61490938320924,3.72363923832193,0.863775769994822,2.71553502712636,4.73250500416363,0.801020701290827,0.494072129954812,0.244803959625603,1.43128851345224,0.764727066287532,0.491421025380228,0.260665728652959,1.41007463771364,-2.25829788935082,0.648842890200214,-2.99181974361505,-1.73360266182982,-0.795917386441808,1.46416983502009,-2.33159817866972,1.20952917823456,0.532533800514517,0.419845766707101,0.110236617213298,1.09474105555964,0.97170516294525,0.364121823530324,0.582922649153719,1.37480793387492,0.618266922745195,0.930440198391682,0.661391711733192
"14",14,-2.62724137931034,-2.23157142857143,0.734786917740337,0.730544870787223,3.23469565217391,3.07245710784314,0.990560498220641,1.01509227685907,3.45315772351197,0.490290488637315,2.94881756775755,4.01218835862645,3.53541406790886,0.347688679143306,3.0411479329378,3.89390411732786,0.92940119069239,0.315662299750171,0.539705170995933,1.19652011685811,0.871754797064492,0.308585495879724,0.531000493505372,1.23774296773905,-2.22827362638205,1.38880763442201,-4.22093209620467,-0.912658703018812,-2.38264141835007,2.50052067775969,-4.91271459128858,1.25356772378837,0.873594474983154,0.340125751214445,0.507251037071549,1.3306272518362,1.23724394280122,0.22922319353714,1.01145993004105,1.53452227050743,0.636132384623193,0.917296513304614,0.637797672113237
"15",15,-1.71431034482759,-1.42187878787879,0.771518987341772,0.812098863757035,3.57047169811321,3.31575498575499,1.03338040600177,1.05285435168739,2.93568762863379,1.34742570072974,1.85329178569192,4.94246657448917,3.20945251802868,1.31174008930844,2.06803532129199,5.19846634998312,0.855577181827322,0.211224728349577,0.556100121819252,1.04144154220489,0.821403678680518,0.191495282635592,0.614918406368822,1.0817525619235,-2.16889421637116,0.721789192755387,-2.85013544002414,-1.11774376986699,-2.08572535275372,0.766119779015893,-2.78943440091652,-0.995332805802619,0.510649776893864,0.195471393296936,0.285816866644172,0.738324157706386,1.04466523724088,0.148235067776973,0.862936415176371,1.22543822154041,0.588640845958361,0.924184908275553,0.643026085802474
"16",16,-2.08173076923077,-2.41799100449775,0.807109826589595,1.05894052569053,3.38737373737374,4.32923895253682,1.03177660510114,1.32820310034345,2.82738930424719,1.94195915997319,0.931843985794082,5.56062408219971,2.76918863308867,2.52614415602338,0.389730212414838,6.27338897198632,1.36490773723713,0.533443773917762,0.78865410130469,2.00829593400752,1.34521404812374,0.505076078770728,0.83564633741365,1.99256745832646,-2.13019604849359,0.675211082650294,-3.17408506763364,-1.60563736927925,-5.21412352448505,9.33353487114069,-19.8607248414796,0.128243251155194,1.17817001595773,0.577434590529671,0.691259889690594,1.95373254888019,1.46372354510078,0.517491012328191,0.947541381725682,2.1422133889948,0.503208624375476,0.936880607922355,0.582541712084114
"17",17,-2.68704918032787,-1.80740301724138,0.696842105263158,0.781153043498094,3.31778846153846,3.19222727272727,0.938061946902655,1.0393740386754,2.52414422682004,0.488336726296286,2.00191824320437,3.18864827680736,2.48037631302306,0.559740389403415,1.81682882049509,3.08199839322085,0.88457252370279,0.407102781565314,0.574249622332902,1.49401523214054,0.872100159422337,0.353420742446857,0.548008660576,1.39715129866408,-2.0464108952555,1.65260270743992,-4.57310651593609,-0.841509469464592,-3.36520218455966,2.70257040829415,-7.16913621181447,-0.977284368416383,0.66174489798365,0.250073355391732,0.358448434741955,0.959262471592716,1.05401308144443,0.218070961688028,0.838367268602615,1.3678882191362,0.72544383249707,0.912960698949984,0.617272277225275
"18",18,-2.09163934426229,-2.28376077586207,0.500186823992134,0.671521602908753,3.39953271028037,3.66695295794726,0.776192170818505,1.00301820841367,3.1086304767347,1.41855982083161,1.23755704732921,4.86413564655881,3.08817846875181,1.35507747476863,1.1404275433921,4.54149397430244,0.74258808554306,0.331460472926683,0.543909399380674,1.26224167838447,0.807674890610889,0.286351086505583,0.529616449828783,1.22335126117899,-2.34356109848929,1.72222398424137,-3.89112748421587,0.258597563976413,-3.6971422494027,0.690161394528495,-4.23957325709621,-2.79980672882887,0.715403679871924,0.427197374640206,0.189704215763157,1.21219846272546,1.07366526634325,0.354516096568427,0.610268034257507,1.51368664598644,0.625523682188346,0.922381586129922,0.500206366019231
"19",19,-2.67037735849057,-1.7935632183908,0.695053868756121,0.540708877575311,3.57610619469027,3.58335589941973,0.982142857142857,0.932394176931691,3.66820564381422,0.961971874077885,2.45442506984902,4.63864506405619,3.68547649646441,0.898071963441879,2.48704016485457,4.57667682599443,0.545836545959952,0.594447567026981,0.153001624142365,1.47434622636782,0.527075490685189,0.515191692263403,0.182225810859241,1.33314834207724,-0.393665879479358,1.49964231540449,-2.12860670962994,0.957619926823082,-0.215963859184402,0.855628508663154,-0.790733543804038,0.358805825435235,0.608591965933892,0.590666576396115,0.0673988776714098,1.49909862539648,0.978911173810684,0.431406074889024,0.608632362146732,1.63728950646557,0.689016066638333,0.926911496843053,0.54068003089778
"20",20,-2.68153846153846,-3.23458333333333,0.846341463414634,0.93253702646107,2.92177570093458,2.68614954577219,1.04251766784452,1.09321234142443,3.06737993515681,1.57959180476655,1.56205219619106,5.34401976474406,3.19350092518156,1.005097741255,2.17054363060964,4.43005984499322,0.911141622141814,0.337799118244022,0.445589564115423,1.29757668820179,0.948253585500629,0.206357510077532,0.66217263444161,1.12878566882751,-2.29104893422847,0.518305025341631,-2.91990153177079,-1.69239945864301,-2.12892418194773,1.16896944218472,-3.27118857371119,-0.779497515646076,0.908753189240497,0.442201448068855,0.320137500602614,1.42001493647451,1.29719178062277,0.270525925719096,0.986815436921442,1.57398190077914,0.602752205816412,0.917522683838707,0.591479032587613
