"","Sim","trued_01","trued_11","trued_00","trued_10","trued_sp","adace_mean_starplusA","adace_se_starplusA","adace_res1_starplusA","adace_res0_starplusA","adace_se_res1_starplusA","adace_se_res0_starplusA","adace_mean_starplusB","adace_se_starplusB","adace_res1_starplusB","adace_res0_starplusB","adace_se_res1_starplusB","adace_se_res0_starplusB","adace_mean_plusplusA","adace_se_plusplusA","adace_res1_plusplusA","adace_res0_plusplusA","adace_se_res1_plusplusA","adace_se_res0_plusplusA","adace_mean_plusplusB","adace_se_plusplusB","adace_res1_plusplusB","adace_res0_plusplusB","adace_se_res1_plusplusB","adace_se_res0_plusplusB"
"1",1,-1.5498,0.126,0.72071129707113,2.87901098901099,1.31587878787879,1.20220959464022,0.309389627019454,1.85739130434783,0.655181709707611,0.235490698572323,0.242597932231797,0.92637228989525,0.320613855063096,1.85739130434783,0.931019014452577,0.235490698572323,0.235663606761608,0.923876330498374,0.330581738966,1.90255895971061,0.978682629212232,0.241368231686034,0.247647267011476,0.782429165516958,0.339270709872704,2.03241010999504,1.24998094447809,0.244780525435581,0.24792095672339
"2",2,-2.11762295081967,0.391176470588235,0.671937581274382,2.61232142857143,1.1096475327291,0.915819443795319,0.184166546538447,2.10928429423459,1.19346485043927,0.142312588071235,0.138462717133062,0.731987474527158,0.190756497693348,2.10928429423459,1.37729681970743,0.142312588071235,0.149795268339069,0.860765374648016,0.205296168728186,2.27480521348225,1.41403983883423,0.154923260543087,0.140647732763274,0.546676360061612,0.198843545278045,2.26380963205962,1.71713327199801,0.146606540041679,0.139106030442491
"3",3,-2.42635593220339,0.115301204819277,0.656274768824306,3.05053719008264,1.23626626626627,0.778212549013965,0.175064556878437,1.70810975609756,0.929897207083596,0.133249582866184,0.136143174138763,0.551682978499975,0.184955566212006,1.70810975609756,1.15642677759759,0.133249582866184,0.144214425044128,0.711392899750879,0.193939245001421,1.93082488275934,1.21943198300846,0.142848606427269,0.139905067809894,0.35311261779338,0.196710905092551,1.88920957704989,1.53609695925651,0.136581594939284,0.146402033533508
"4",4,-2.02330882352941,0.481690140845071,0.625907172995781,2.76464539007092,1.23328298086606,1.16331624129533,0.184998315962633,1.93931451612903,0.775998274833706,0.135069323870279,0.144523732089021,0.949265120651149,0.183893078805351,1.93931451612903,0.990049395477883,0.135069323870279,0.136956430151597,1.04594034011429,0.204838678718072,2.09559858912379,1.0496582490095,0.15079692200511,0.145697565322039,0.720034065218448,0.198704460369,2.10929202698198,1.38925796176353,0.140693697743049,0.145425960983374
"5",5,-1.64682170542636,1.01,0.751352405721716,2.44783653846154,1.11252814738997,1.01471149017053,0.183105495342148,2.00105154639175,0.986340056221218,0.138239391006765,0.143691009813182,0.99377704899456,0.193315525010025,2.00105154639175,1.00727449739719,0.138239391006765,0.147105762425388,0.746774296015239,0.202005899419588,2.00157927524226,1.25480497922702,0.144439923718331,0.149574806187605,0.87455667174588,0.204204474756809,2.17474257797638,1.3001859062305,0.142559218282499,0.150366309840075
"6",6,-1.7148905109489,0.523376623376623,0.601934640522876,2.75244343891403,1.08394523326572,0.854619205783776,0.180368078051226,2.10392276422764,1.24930355844387,0.141686221473971,0.138324976490343,0.888646609766264,0.190103774427296,2.10392276422764,1.21527615446138,0.141686221473971,0.144656385036614,0.493128701497193,0.197381362361829,1.99912868942793,1.50599998793073,0.141958130639065,0.144821385693991,0.793461176040843,0.195809864281606,2.29181701342599,1.49835583738515,0.14491411693701,0.136296986406148
"7",7,-2.33361111111111,0.306142857142857,0.783045212765957,3.00397435897436,1.31012170385396,1.28121795732354,0.182294284932601,2.29432653061225,1.0131085732887,0.132826540818444,0.140260638677365,1.05431174590538,0.185365559613802,2.29432653061225,1.24001478470686,0.132826540818444,0.146878718483421,1.11494597994612,0.194004518001477,2.43373934877754,1.31879336883141,0.141007176415694,0.142186079659388,0.773184891047131,0.191873034947436,2.42591051680533,1.65272562575819,0.135484764274339,0.139953987437162
"8",8,-1.67387096774194,1.03204545454545,0.634408602150538,2.63590163934426,1.1287044534413,0.936716782007113,0.193245221746779,1.94924949290061,1.0125327108935,0.135375373375492,0.150788137087671,0.907873549382393,0.185735474757434,1.94924949290061,1.04137594351822,0.135375373375492,0.140202757234345,0.7134667693744,0.203798122922887,1.92600231131547,1.21253554194107,0.143943581287219,0.151863009804736,0.705255506247126,0.1991703141089,2.10449539892129,1.39923989267416,0.138680046742652,0.146164260307624
"9",9,-2.06338842975207,0.756883116883117,0.602339901477833,3.113,1.07841317365269,0.879456987015619,0.176902211334679,2.14722113502935,1.26776414801373,0.130767187082931,0.139335156540919,0.787675382716464,0.183868935625557,2.14722113502935,1.35954575231289,0.130767187082931,0.150712155995567,0.753212855680628,0.194240894275046,2.22452899636547,1.47131614068484,0.137593000082524,0.142342637810882,0.650064030651563,0.191789571135514,2.30804357441788,1.65797954376631,0.136305993742931,0.138526155554232
"10",10,-2.22459677419355,-0.03,0.691597402597403,2.5555652173913,1.12031,0.896464547084761,0.186160703632815,2.00708074534161,1.11061619825685,0.133440533993707,0.149489867194703,0.790025479629464,0.194630207114934,2.00708074534161,1.21705526571215,0.133440533993707,0.15743307106488,0.755606691734462,0.200341906142557,2.13511599683132,1.37950930509686,0.139512345525101,0.152111835012793,0.602291571437642,0.201727696666717,2.17943949562672,1.57714792418908,0.137211488985791,0.152205723655656
"11",11,-2.15152671755725,1.00485294117647,0.744147286821705,2.94105726872247,1.24234765234765,0.901530202902267,0.171010571585593,2.09927308447937,1.1977428815771,0.127183370708864,0.133147742395233,0.86521538497254,0.176911610882087,2.09927308447937,1.23405769950683,0.127183370708864,0.141966949431014,0.743994486448196,0.186779659709688,2.15024496656316,1.40625048011497,0.133412672218347,0.13613148230196,0.734647038211496,0.184232613879485,2.26417134234059,1.52952430412909,0.129767565629504,0.135196275522639
"12",12,-2.11,0.503,0.530832266325224,3.08931330472103,1.11872781065089,0.620764901598336,0.178580602973343,1.87773255813953,1.2569676565412,0.129170638919384,0.139843643992156,0.574166344877484,0.182104285028171,1.87773255813953,1.30356621326205,0.129170638919384,0.148693300825312,0.430127582440528,0.19544630766605,1.88968008243841,1.45955249999788,0.137434257996071,0.14573781083232,0.331427787262748,0.195034623189509,1.99994850315178,1.66852071588903,0.133683017730189,0.144930030986059
"13",13,-1.82198529411765,-0.920240963855422,0.673549222797928,2.66052631578947,1.09687054026504,0.976275886699885,0.182787852948653,2.07890721649485,1.10263132979496,0.139212614067932,0.140122678930609,0.960244052920277,0.194066370814468,2.07890721649485,1.11866316357457,0.139212614067932,0.149732140125281,0.699002809119029,0.201156117673736,2.05076463644725,1.35176182732822,0.145009214462196,0.145188947871014,0.894767524892683,0.196648708695015,2.27786937858794,1.38310185369526,0.141480312591183,0.141399795328347
"14",14,-2.33596774193548,1.3955421686747,0.59036,2.97925925925926,1.17495468277946,0.913694223307668,0.178508081681105,1.91064777327935,0.996953549971684,0.135382025905096,0.136019517772253,0.812548515766873,0.182153757679615,1.91064777327935,1.09809925751248,0.135382025905096,0.136970832193725,0.777220833223071,0.199795717034003,2.04718078825907,1.269959955036,0.148044692851665,0.140518952869151,0.587478615004292,0.196205167993225,2.10760667462964,1.52012805962535,0.140071010352845,0.141487542533103
"15",15,-1.60810344827586,0.410909090909091,0.731300505050505,3.06948837209302,1.23051638530288,0.979890453962376,0.184137670196466,2.10740518962076,1.12751473565838,0.140454073241022,0.143846835857187,0.903690306129016,0.191521335363437,2.10740518962076,1.20371488349174,0.140454073241022,0.147184347333928,0.795381143699968,0.201219746913799,2.17252052124595,1.37713937754598,0.145119858710644,0.146837650881457,0.750001546356809,0.199745736659897,2.29554864700506,1.54554710064825,0.144318603504147,0.143501282875218
"16",16,-2.01233870967742,0.0507692307692308,0.789063324538259,3.05066666666667,1.33293587174349,1.2568699779887,0.183466423389461,2.18404,0.927170022011299,0.133965062940083,0.145522393198387,1.16926109043902,0.185316059313663,2.18404,1.01477890956098,0.133965062940083,0.14063456416351,1.03478720474528,0.201403136635239,2.24838521435252,1.21359800960725,0.142573761622415,0.148401031312397,0.984171994392472,0.197928575815328,2.36106970465751,1.37689771026504,0.140618277481831,0.144243158964657
"17",17,-2.35899224806202,0.185757575757576,0.68875,2.89235807860262,1.19086567164179,1.1705814193558,0.173377884208667,2.01096385542169,0.840382436065887,0.127633024690882,0.135309240265,1.0748635747101,0.176066118065166,2.01096385542169,0.93610028071159,0.127633024690882,0.132928363277182,0.941799560083024,0.194448823802851,2.02561818682221,1.08381862673919,0.141504033626337,0.13953396745969,0.909188674779358,0.18840369431126,2.18538310206179,1.27619442728244,0.132686038019764,0.138554396504393
"18",18,-2.76065420560748,0.739058823529412,0.392857142857143,3.1842380952381,0.974394841269841,0.982223244662897,0.180495411099922,2.01512974051896,1.03290649585606,0.130547163312141,0.142925221742315,0.808808798459581,0.185357458061198,2.01512974051896,1.20632094205938,0.130547163312141,0.148716296290392,0.815515854416735,0.19413436699845,2.14098527240374,1.325469417987,0.136537795497708,0.14398869547139,0.589533821470863,0.193255582777138,2.16362003237002,1.57408621089916,0.132033163266297,0.144670544198402
"19",19,-2.81019801980198,0.304878048780488,0.825480153649168,2.40677966101695,1.19242871189774,0.964621602250717,0.181018284957829,2.05767395626243,1.09305235401171,0.122494087300271,0.148707953040381,0.841636195993856,0.177973344516736,2.05767395626243,1.21603776026857,0.122494087300271,0.146632012056316,0.789446480110304,0.197295998089693,2.13574816019537,1.34630168008507,0.132295009529656,0.151630122317193,0.603458370815544,0.189886863577766,2.21318252428256,1.60972415346702,0.127243054506736,0.145067739233823
"20",20,-2.09404255319149,0.650454545454546,0.899143239625167,2.59715447154472,1.31979859013092,1.05263496381163,0.180653286849017,2.03160243407708,0.978967470265448,0.135029140643197,0.139991211523287,0.945781951380965,0.186378939954248,2.03160243407708,1.08582048269611,0.135029140643197,0.142716964004107,0.892715119515078,0.198620156755732,2.09650183517919,1.20378671566411,0.144329095049976,0.142818615844967,0.774476960231684,0.194496475704186,2.19426940435416,1.41979244412247,0.137909066100963,0.142125809964362
