"","Sim","trued_01","trued_11","trued_00","trued_10","trued_sp","adace_mean_starplusA","adace_se_starplusA","adace_res1_starplusA","adace_res0_starplusA","adace_se_res1_starplusA","adace_se_res0_starplusA","adace_mean_starplusB","adace_se_starplusB","adace_res1_starplusB","adace_res0_starplusB","adace_se_res1_starplusB","adace_se_res0_starplusB","adace_mean_plusplusA","adace_se_plusplusA","adace_res1_plusplusA","adace_res0_plusplusA","adace_se_res1_plusplusA","adace_se_res0_plusplusA","adace_mean_plusplusB","adace_se_plusplusB","adace_res1_plusplusB","adace_res0_plusplusB","adace_se_res1_plusplusB","adace_se_res0_plusplusB"
"1",1,0.785205479452055,1.54130434782609,0.64160621761658,1.21840909090909,0.822241992882562,0.916396994588399,0.353072475398256,1.34856115107914,0.432164156490738,0.273015075310107,0.272708666415669,0.57744366423905,0.380295318067902,1.34856115107914,0.771117486840087,0.273015075310107,0.274144655311612,0.807361893884974,0.386283046882413,1.39386721449317,0.586505320608192,0.27807986716633,0.288520806354876,0.486020120362424,0.388151762839791,1.40875246190186,0.922732341539437,0.28585440561881,0.283124006768732
"2",2,-0.317317073170732,0.932702702702703,0.491608040201005,2.1530487804878,0.97644128113879,0.993365711815316,0.313946048341028,2.20688405797101,1.2135183461557,0.261158066162013,0.227553539298696,1.00029865969363,0.352470909181521,2.20688405797101,1.20658539827738,0.261158066162013,0.265189758738391,0.698789862100724,0.347110922417256,2.07768911656052,1.37889925445979,0.269149640610073,0.244160522232547,1.01690851827949,0.349771542026555,2.36819740594788,1.35128888766839,0.272576597595944,0.233778755756158
"3",3,0.182790697674419,0.109189189189189,0.170248756218905,2.31710526315789,0.75927797833935,0.993504136886464,0.336545595301483,1.74333333333333,0.749829196446869,0.254800274120168,0.258594232580988,0.908533130499141,0.388081651823008,1.74333333333333,0.834800202834192,0.254800274120168,0.302996222750606,0.87392691616832,0.365776480445304,1.74524594563851,0.871319029470188,0.256073868643363,0.271837767776189,0.971848602288876,0.362749375446522,1.82931174775235,0.857463145463471,0.263602297088562,0.261464344190056
"4",4,0.551395348837209,0.230540540540541,0.97717277486911,1.15348837209302,1.03191335740072,1.0883324139803,0.333497224210786,1.62613138686131,0.537798972881012,0.270772471667306,0.248056494623774,0.931954353810284,0.372879195515953,1.62613138686131,0.69417703305103,0.270772471667306,0.264608094497687,1.04872709883086,0.366110689107353,1.70645740637922,0.65773030754836,0.277971118540132,0.259902913638699,0.987179112501012,0.366818641077368,1.74058172721558,0.753402614714566,0.28417206944521,0.247359470451098
"5",5,-0.01475,1.66108108108108,-0.126969696969697,0.283294117647059,-0.00374558303886923,0.114168778036292,0.343643341400044,1.01544827586207,0.901279497825777,0.283178509628182,0.263395567959549,-0.104945147437855,0.389116141481774,1.01544827586207,1.12039342329992,0.283178509628182,0.289299537888432,0.186605176597803,0.395626772880969,1.23453542533462,1.04793024873682,0.300289241179613,0.278784241715385,-0.0952327535531234,0.39065625615408,1.13661788534845,1.23185063890158,0.297698209637672,0.272907226683046
"6",6,-0.151666666666667,1.06842105263158,0.543830845771144,1.90987012987013,0.922194244604317,1.05611966207324,0.331236810564831,1.89484848484848,0.838728822775246,0.270699819148987,0.296863438223245,0.929212867566503,0.412929497889225,1.89484848484848,0.965635617281982,0.270699819148987,0.325412835676465,0.842991212854692,0.396797038067866,1.86824417804532,1.02525296519063,0.266111535290807,0.319846938200033,1.06402064255933,0.392126406998731,2.09269592237004,1.02867527981071,0.287011861401553,0.293538031511027
"7",7,-0.368571428571429,0.560833333333333,0.982169312169312,1.36593406593407,1.10689285714286,0.63073421637805,0.367734448602424,1.55404255319149,0.923308336813439,0.263029024507944,0.291051987185801,0.344422943860575,0.385445452201709,1.55404255319149,1.20961960933091,0.263029024507944,0.305169812973215,0.835379852624689,0.3976930767273,1.96800026267922,1.13262041005453,0.280119526956306,0.301543048892932,0.211505639802593,0.39719119430908,1.68712549135253,1.47561985154993,0.276139993957349,0.295933718060839
"8",8,-0.422105263157895,1.20652173913043,0.778793103448276,1.50576923076923,1.05075539568345,1.26139819818788,0.349025667418354,2.06188405797101,0.80048585978313,0.25007319636708,0.285235916173284,1.30430353687958,0.369799593911826,2.06188405797101,0.757580521091434,0.25007319636708,0.281586380117678,1.04251102691356,0.388332379434959,2.05013575912454,1.00762473221098,0.261595553607769,0.308873154124235,1.14112343930813,0.382788170942022,2.11750458719813,0.976381147890001,0.259177970578162,0.298700193020381
"9",9,-0.393088235294118,1.495625,0.73228855721393,1.47156626506024,0.948345070422535,0.826342101955548,0.328950252286987,1.9164238410596,1.09008173910405,0.231312968786007,0.277295181835195,1.0121019209816,0.337120349422347,1.9164238410596,0.904321920077998,0.231312968786007,0.260827449241954,0.516202227436495,0.369907829771588,1.80374699730812,1.28754476987163,0.245983969202081,0.291606211148786,0.805320341012336,0.358308678413744,2.03416346300126,1.22884312198892,0.234332740607242,0.289066213195888
"10",10,-0.155172413793103,1.09928571428571,0.728152173913043,1.79827586206897,1.07169741697417,0.468608863430377,0.360386130982858,1.87677165354331,1.40816279011293,0.281735449041119,0.267858292674175,0.624337324095502,0.394162384257054,1.87677165354331,1.2524343294478,0.281735449041119,0.302494640930899,0.1170186420543,0.395559402736206,1.62731941149609,1.51030076944179,0.282574104063224,0.290211563313601,0.614032976264012,0.395396653704104,1.99253812393795,1.37850514767394,0.299075518765697,0.273003083365749
