"","Sim","trued_01","trued_11","trued_00","trued_10","adace_mean_starplusA","adace_se_starplusA","adace_res1_starplusA","adace_res0_starplusA","adace_se_res1_starplusA","adace_se_res0_starplusA","adace_mean_starplusB","adace_se_starplusB","adace_res1_starplusB","adace_res0_starplusB","adace_se_res1_starplusB","adace_se_res0_starplusB","adace_mean_plusplusA","adace_se_plusplusA","adace_res1_plusplusA","adace_res0_plusplusA","adace_se_res1_plusplusA","adace_se_res0_plusplusA","adace_mean_plusplusB","adace_se_plusplusB","adace_res1_plusplusB","adace_res0_plusplusB","adace_se_res1_plusplusB","adace_se_res0_plusplusB"
"1",1,0.341760610818738,-0.0201941780135223,2.02344496917598,1.59238764392539,1.83753939744036,0.0307937930880296,2.24558161766624,0.408042220225887,0.028154388016404,0.0243002712866197,1.82261862208078,0.0459504404620106,2.24558161766624,0.422962995585469,0.028154388016404,0.0463238100636871,1.84561810458108,0.0357596538897053,2.27101781913026,0.425399714549178,0.0293149638090166,0.0244586300926149,1.83793672062676,0.0359318312568337,2.26710423783168,0.429167517204916,0.0295698431709868,0.0242453512033771
